0, -0.1, -0.1, 0.4, x-, y-, 0, 1, 0, 1
1, 0.0, -0.2, 0.4, x+, y-, 1, 1, 0, 2
2, -0.1, -0.1, 0.4, x-, y+, 1, 2, 1, 2
3, -0.2, 0.0, 0.4, x-, y+, 1, 3, 2, 2
4, -0.1, 0.1, 0.4, x+, y+, 2, 3, 3, 2
5, 0.0, 0.0, 0.4, x+, y-, 3, 3, 3, 3
6, -0.1, -0.1, 0.4, x-, y-, 3, 4, 3, 4
7, -0.2, 0.0, 0.4, x-, y+, 3, 5, 4, 4
8, -0.30000000000000004, -0.1, 0.4, x-, y-, 3, 6, 4, 5
9, -0.20000000000000004, 0.0, 0.4, x+, y+, 4, 6, 5, 5
10, -0.30000000000000004, -0.1, 0.4, x-, y-, 4, 7, 5, 6
11, -0.4, 0.0, 0.4, x-, y+, 4, 8, 6, 6
12, -0.5, -0.1, 0.4, x-, y-, 4, 9, 6, 7
13, -0.4, -0.2, 0.4, x+, y-, 5, 9, 6, 8
14, -0.30000000000000004, -0.30000000000000004, 0.4, x+, y-, 6, 9, 6, 9
15, -0.20000000000000004, -0.20000000000000004, 0.4, x+, y+, 7, 9, 7, 9
16, -0.30000000000000004, -0.10000000000000003, 0.4, x-, y+, 7, 10, 8, 9
17, -0.4, -2.7755575615628914e-17, 0.4, x-, y+, 7, 11, 9, 9
18, -0.30000000000000004, 0.09999999999999998, 0.4, x+, y+, 8, 11, 10, 9
19, -0.4, -2.7755575615628914e-17, 0.4, x-, y-, 8, 12, 10, 10
20, -0.5, -0.10000000000000003, 0.4, x-, y-, 8, 13, 10, 11
21, -0.6, -0.20000000000000004, 0.4, x-, y-, 8, 14, 10, 12
22, -0.5, -0.10000000000000003, 0.4, x+, y+, 9, 14, 11, 12
23, -0.6, -0.20000000000000004, 0.4, x-, y-, 9, 15, 11, 13
24, -0.5, -0.30000000000000004, 0.4, x+, y-, 10, 15, 11, 14
25, -0.4, -0.20000000000000004, 0.4, x+, y+, 11, 15, 12, 14
26, -0.5, -0.30000000000000004, 0.4, x-, y-, 11, 16, 12, 15
27, -0.6, -0.4, 0.4, x-, y-, 11, 17, 12, 16
28, -0.5, -0.5, 0.4, x+, y-, 12, 17, 12, 17
29, -0.4, -0.4, 0.4, x+, y+, 13, 17, 13, 17
30, -0.5, -0.5, 0.4, x-, y-, 13, 18, 13, 18
31, -0.6, -0.6, 0.4, x-, y-, 13, 19, 13, 19
32, -0.7, -0.7, 0.4, x-, y-, 13, 20, 13, 20
33, -0.6, -0.7999999999999999, 0.4, x+, y-, 14, 20, 13, 21
34, -0.7, -0.7, 0.4, x-, y+, 14, 21, 14, 21
35, -0.7999999999999999, -0.7999999999999999, 0.4, x-, y-, 14, 22, 14, 22
36, -0.7, -0.8999999999999999, 0.4, x+, y-, 15, 22, 14, 23
37, -0.7999999999999999, -0.9999999999999999, 0.4, x-, y-, 15, 23, 14, 24
38, -0.8999999999999999, -0.8999999999999999, 0.4, x-, y+, 15, 24, 15, 24
39, -0.7999999999999999, -0.9999999999999999, 0.4, x+, y-, 16, 24, 15, 25
40, -0.7, -0.8999999999999999, 0.4, x+, y+, 17, 24, 16, 25
41, -0.7999999999999999, -0.9999999999999999, 0.4, x-, y-, 17, 25, 16, 26
42, -0.8999999999999999, -0.8999999999999999, 0.4, x-, y+, 17, 26, 17, 26
43, -0.7999999999999999, -0.9999999999999999, 0.4, x+, y-, 18, 26, 17, 27
44, -0.8999999999999999, -0.8999999999999999, 0.4, x-, y+, 18, 27, 18, 27
45, -0.9999999999999999, -0.7999999999999999, 0.4, x-, y+, 18, 28, 19, 27
46, -0.8999999999999999, -0.8999999999999999, 0.4, x+, y-, 19, 28, 19, 28
47, -0.9999999999999999, -0.7999999999999999, 0.4, x-, y+, 19, 29, 20, 28
48, -1.0999999999999999, -0.7, 0.4, x-, y+, 19, 30, 21, 28
49, -1.2, -0.6, 0.4, x-, y+, 19, 31, 22, 28
