0, -0.1, 0.1, 0.4, x-, y+, 0, 1, 1, 0
1, -0.2, 0.2, 0.4, x-, y+, 0, 2, 2, 0
2, -0.30000000000000004, 0.1, 0.4, x-, y-, 0, 3, 2, 1
3, -0.4, 0.0, 0.4, x-, y-, 0, 4, 2, 2
4, -0.5, 0.1, 0.4, x-, y+, 0, 5, 3, 2
5, -0.6, 0.2, 0.4, x-, y+, 0, 6, 4, 2
6, -0.5, 0.30000000000000004, 0.4, x+, y+, 1, 6, 5, 2
7, -0.4, 0.4, 0.4, x+, y+, 2, 6, 6, 2
8, -0.30000000000000004, 0.30000000000000004, 0.4, x+, y-, 3, 6, 6, 3
9, -0.4, 0.20000000000000004, 0.4, x-, y-, 3, 7, 6, 4
10, -0.5, 0.10000000000000003, 0.4, x-, y-, 3, 8, 6, 5
11, -0.6, 2.7755575615628914e-17, 0.4, x-, y-, 3, 9, 6, 6
12, -0.5, 0.10000000000000003, 0.4, x+, y+, 4, 9, 7, 6
13, -0.6, 2.7755575615628914e-17, 0.4, x-, y-, 4, 10, 7, 7
14, -0.5, 0.10000000000000003, 0.4, x+, y+, 5, 10, 8, 7
15, -0.6, 0.20000000000000004, 0.4, x-, y+, 5, 11, 9, 7
16, -0.5, 0.30000000000000004, 0.4, x+, y+, 6, 11, 10, 7
17, -0.6, 0.4, 0.4, x-, y+, 6, 12, 11, 7
18, -0.5, 0.5, 0.4, x+, y+, 7, 12, 12, 7
19, -0.6, 0.4, 0.4, x-, y-, 7, 13, 12, 8
20, -0.7, 0.5, 0.4, x-, y+, 7, 14, 13, 8
21, -0.6, 0.6, 0.4, x+, y+, 8, 14, 14, 8
22, -0.5, 0.5, 0.4, x+, y-, 9, 14, 14, 9
23, -0.4, 0.6, 0.4, x+, y+, 10, 14, 15, 9
24, -0.5, 0.7, 0.4, x-, y+, 10, 15, 16, 9
25, -0.6, 0.6, 0.4, x-, y-, 10, 16, 16, 10
26, -0.5, 0.5, 0.4, x+, y-, 11, 16, 16, 11
27, -0.4, 0.6, 0.4, x+, y+, 12, 16, 17, 11
28, -0.5, 0.7, 0.4, x-, y+, 12, 17, 18, 11
29, -0.4, 0.7999999999999999, 0.4, x+, y+, 13, 17, 19, 11
30, -0.5, 0.8999999999999999, 0.4, x-, y+, 13, 18, 20, 11
31, -0.6, 0.9999999999999999, 0.4, x-, y+, 13, 19, 21, 11
32, -0.5, 0.8999999999999999, 0.4, x+, y-, 14, 19, 21, 12
33, -0.6, 0.9999999999999999, 0.4, x-, y+, 14, 20, 22, 12
34, -0.7, 1.0999999999999999, 0.4, x-, y+, 14, 21, 23, 12
35, -0.6, 1.2, 0.4, x+, y+, 15, 21, 24, 12
36, -0.7, 1.0999999999999999, 0.4, x-, y-, 15, 22, 24, 13
37, -0.7999999999999999, 1.2, 0.4, x-, y+, 15, 23, 25, 13
38, -0.8999999999999999, 1.3, 0.4, x-, y+, 15, 24, 26, 13
39, -0.9999999999999999, 1.2, 0.4, x-, y-, 15, 25, 26, 14
40, -0.8999999999999999, 1.3, 0.4, x+, y+, 16, 25, 27, 14
41, -0.7999999999999999, 1.2, 0.4, x+, y-, 17, 25, 27, 15
42, -0.8999999999999999, 1.3, 0.4, x-, y+, 17, 26, 28, 15
43, -0.7999999999999999, 1.2, 0.4, x+, y-, 18, 26, 28, 16
44, -0.7, 1.0999999999999999, 0.4, x+, y-, 19, 26, 28, 17
45, -0.6, 1.2, 0.4, x+, y+, 20, 26, 29, 17
46, -0.5, 1.3, 0.4, x+, y+, 21, 26, 30, 17
47, -0.6, 1.4000000000000001, 0.4, x-, y+, 21, 27, 31, 17
48, -0.5, 1.3, 0.4, x+, y-, 22, 27, 31, 18
49, -0.6, 1.4000000000000001, 0.4, x-, y+, 22, 28, 32, 18
