0, 0.1, -0.1, 0.4, x+, y-, 1, 0, 0, 1
1, 0.2, -0.2, 0.4, x+, y-, 2, 0, 0, 2
2, 0.30000000000000004, -0.30000000000000004, 0.4, x+, y-, 3, 0, 0, 3
3, 0.4, -0.4, 0.4, x+, y-, 4, 0, 0, 4
4, 0.5, -0.30000000000000004, 0.4, x+, y+, 5, 0, 1, 4
5, 0.6, -0.20000000000000004, 0.4, x+, y+, 6, 0, 2, 4
6, 0.5, -0.10000000000000003, 0.4, x-, y+, 6, 1, 3, 4
7, 0.6, -0.20000000000000004, 0.4, x+, y-, 7, 1, 3, 5
8, 0.5, -0.10000000000000003, 0.4, x-, y+, 7, 2, 4, 5
9, 0.4, -0.20000000000000004, 0.4, x-, y-, 7, 3, 4, 6
10, 0.5, -0.10000000000000003, 0.4, x+, y+, 8, 3, 5, 6
11, 0.4, -2.7755575615628914e-17, 0.4, x-, y+, 8, 4, 6, 6
12, 0.5, 0.09999999999999998, 0.4, x+, y+, 9, 4, 7, 6
13, 0.4, -2.7755575615628914e-17, 0.4, x-, y-, 9, 5, 7, 7
14, 0.5, 0.09999999999999998, 0.4, x+, y+, 10, 5, 8, 7
15, 0.6, -2.7755575615628914e-17, 0.4, x+, y-, 11, 5, 8, 8
16, 0.7, 0.09999999999999998, 0.4, x+, y+, 12, 5, 9, 8
17, 0.7999999999999999, 0.19999999999999998, 0.4, x+, y+, 13, 5, 10, 8
18, 0.8999999999999999, 0.3, 0.4, x+, y+, 14, 5, 11, 8
19, 0.9999999999999999, 0.4, 0.4, x+, y+, 15, 5, 12, 8
20, 0.8999999999999999, 0.30000000000000004, 0.4, x-, y-, 15, 6, 12, 9
21, 0.7999999999999999, 0.4, 0.4, x-, y+, 15, 7, 13, 9
22, 0.7, 0.5, 0.4, x-, y+, 15, 8, 14, 9
23, 0.6, 0.4, 0.4, x-, y-, 15, 9, 14, 10
24, 0.5, 0.5, 0.4, x-, y+, 15, 10, 15, 10
25, 0.6, 0.6, 0.4, x+, y+, 16, 10, 16, 10
26, 0.7, 0.5, 0.4, x+, y-, 17, 10, 16, 11
27, 0.6, 0.4, 0.4, x-, y-, 17, 11, 16, 12
28, 0.5, 0.5, 0.4, x-, y+, 17, 12, 17, 12
29, 0.6, 0.4, 0.4, x+, y-, 18, 12, 17, 13
30, 0.7, 0.30000000000000004, 0.4, x+, y-, 19, 12, 17, 14
31, 0.7999999999999999, 0.4, 0.4, x+, y+, 20, 12, 18, 14
32, 0.8999999999999999, 0.5, 0.4, x+, y+, 21, 12, 19, 14
33, 0.9999999999999999, 0.6, 0.4, x+, y+, 22, 12, 20, 14
34, 0.8999999999999999, 0.7, 0.4, x-, y+, 22, 13, 21, 14
35, 0.7999999999999999, 0.6, 0.4, x-, y-, 22, 14, 21, 15
36, 0.8999999999999999, 0.5, 0.4, x+, y-, 23, 14, 21, 16
37, 0.7999999999999999, 0.6, 0.4, x-, y+, 23, 15, 22, 16
38, 0.7, 0.7, 0.4, x-, y+, 23, 16, 23, 16
39, 0.7999999999999999, 0.7999999999999999, 0.4, x+, y+, 24, 16, 24, 16
40, 0.8999999999999999, 0.8999999999999999, 0.4, x+, y+, 25, 16, 25, 16
41, 0.7999999999999999, 0.9999999999999999, 0.4, x-, y+, 25, 17, 26, 16
42, 0.8999999999999999, 0.8999999999999999, 0.4, x+, y-, 26, 17, 26, 17
43, 0.7999999999999999, 0.7999999999999999, 0.4, x-, y-, 26, 18, 26, 18
44, 0.7, 0.8999999999999999, 0.4, x-, y+, 26, 19, 27, 18
45, 0.7999999999999999, 0.7999999999999999, 0.4, x+, y-, 27, 19, 27, 19
46, 0.8999999999999999, 0.7, 0.4, x+, y-, 28, 19, 27, 20
47, 0.7999999999999999, 0.7999999999999999, 0.4, x-, y+, 28, 20, 28, 20
48, 0.8999999999999999, 0.8999999999999999, 0.4, x+, y+, 29, 20, 29, 20
49, 0.9999999999999999, 0.7999999999999999, 0.4, x+, y-, 30, 20, 29, 21
