0, -0.1, L, 0
1, -0.2, L, 0
2, -0.30000000000000004, L, 0
3, -0.20000000000000004, R, 1
4, -0.30000000000000004, L, 1
5, -0.4, L, 1
6, -0.30000000000000004, R, 2
7, -0.4, L, 2
8, -0.30000000000000004, R, 3
9, -0.20000000000000004, R, 4
10, -0.10000000000000003, R, 5
11, -0.20000000000000004, L, 5
12, -0.10000000000000003, R, 6
13, -2.7755575615628914e-17, R, 7
14, 0.09999999999999998, R, 8
15, -2.7755575615628914e-17, L, 8
16, -0.10000000000000003, L, 8
17, -2.7755575615628914e-17, R, 9
18, 0.09999999999999998, R, 10
19, 0.19999999999999998, R, 11
20, 0.09999999999999998, L, 11
21, 0.19999999999999998, R, 12
22, 0.09999999999999998, L, 12
23, 0.19999999999999998, R, 13
24, 0.3, R, 14
25, 0.19999999999999998, L, 14
26, 0.09999999999999998, L, 14
27, -2.7755575615628914e-17, L, 14
28, -0.10000000000000003, L, 14
29, -2.7755575615628914e-17, R, 15
30, 0.09999999999999998, R, 16
31, -2.7755575615628914e-17, L, 16
32, 0.09999999999999998, R, 17
33, -2.7755575615628914e-17, L, 17
34, -0.10000000000000003, L, 17
35, -2.7755575615628914e-17, R, 18
36, 0.09999999999999998, R, 19
37, -2.7755575615628914e-17, L, 19
38, -0.10000000000000003, L, 19
39, -0.20000000000000004, L, 19
