0, -0.1, L, 0
1, 0.0, R, 1
2, 0.1, R, 2
3, 0.2, R, 3
4, 0.30000000000000004, R, 4
5, 0.20000000000000004, L, 4
6, 0.30000000000000004, R, 5
7, 0.20000000000000004, L, 5
8, 0.30000000000000004, R, 6
9, 0.4, R, 7
10, 0.5, R, 8
11, 0.6, R, 9
12, 0.5, L, 9
13, 0.6, R, 10
14, 0.7, R, 11
15, 0.7999999999999999, R, 12
16, 0.8999999999999999, R, 13
17, 0.9999999999999999, R, 14
18, 0.8999999999999999, L, 14
19, 0.7999999999999999, L, 14
20, 0.7, L, 14
21, 0.6, L, 14
22, 0.5, L, 14
23, 0.4, L, 14
24, 0.30000000000000004, L, 14
25, 0.20000000000000004, L, 14
26, 0.10000000000000003, L, 14
27, 2.7755575615628914e-17, L, 14
28, 0.10000000000000003, R, 15
29, 0.20000000000000004, R, 16
30, 0.30000000000000004, R, 17
31, 0.4, R, 18
32, 0.5, R, 19
33, 0.6, R, 20
34, 0.5, L, 20
35, 0.4, L, 20
36, 0.5, R, 21
37, 0.4, L, 21
38, 0.30000000000000004, L, 21
39, 0.4, R, 22
