0, 0.1, R, 1
1, 0.2, R, 2
2, 0.30000000000000004, R, 3
3, 0.4, R, 4
4, 0.5, R, 5
5, 0.4, L, 5
6, 0.30000000000000004, L, 5
7, 0.20000000000000004, L, 5
8, 0.10000000000000003, L, 5
9, 2.7755575615628914e-17, L, 5
10, 0.10000000000000003, R, 6
11, 2.7755575615628914e-17, L, 6
12, -0.09999999999999998, L, 6
13, -0.19999999999999998, L, 6
14, -0.09999999999999998, R, 7
15, -0.19999999999999998, L, 7
16, -0.3, L, 7
17, -0.19999999999999998, R, 8
18, -0.09999999999999998, R, 9
19, 2.7755575615628914e-17, R, 10
20, -0.09999999999999998, L, 10
21, -0.19999999999999998, L, 10
22, -0.09999999999999998, R, 11
23, 2.7755575615628914e-17, R, 12
24, 0.10000000000000003, R, 13
25, 2.7755575615628914e-17, L, 13
26, 0.10000000000000003, R, 14
27, 0.20000000000000004, R, 15
28, 0.10000000000000003, L, 15
29, 0.20000000000000004, R, 16
30, 0.30000000000000004, R, 17
31, 0.20000000000000004, L, 17
32, 0.30000000000000004, R, 18
33, 0.20000000000000004, L, 18
34, 0.30000000000000004, R, 19
35, 0.20000000000000004, L, 19
36, 0.10000000000000003, L, 19
37, 0.20000000000000004, R, 20
38, 0.10000000000000003, L, 20
39, 0.20000000000000004, R, 21
