0, -0.1, L, 0
1, -0.2, L, 0
2, -0.30000000000000004, L, 0
3, -0.20000000000000004, R, 1
4, -0.30000000000000004, L, 1
5, -0.20000000000000004, R, 2
6, -0.10000000000000003, R, 3
7, -0.20000000000000004, L, 3
8, -0.10000000000000003, R, 4
9, -2.7755575615628914e-17, R, 5
10, 0.09999999999999998, R, 6
11, -2.7755575615628914e-17, L, 6
12, -0.10000000000000003, L, 6
13, -0.20000000000000004, L, 6
14, -0.30000000000000004, L, 6
15, -0.20000000000000004, R, 7
16, -0.10000000000000003, R, 8
17, -2.7755575615628914e-17, R, 9
18, -0.10000000000000003, L, 9
19, -0.20000000000000004, L, 9
20, -0.30000000000000004, L, 9
21, -0.4, L, 9
22, -0.5, L, 9
23, -0.6, L, 9
24, -0.7, L, 9
25, -0.6, R, 10
26, -0.7, L, 10
27, -0.6, R, 11
28, -0.5, R, 12
29, -0.6, L, 12
30, -0.7, L, 12
31, -0.6, R, 13
32, -0.5, R, 14
33, -0.4, R, 15
34, -0.30000000000000004, R, 16
35, -0.20000000000000004, R, 17
36, -0.10000000000000003, R, 18
37, -2.7755575615628914e-17, R, 19
38, 0.09999999999999998, R, 20
39, -2.7755575615628914e-17, L, 20
