0, -0.1, L, 0
1, -0.2, L, 0
2, -0.30000000000000004, L, 0
3, -0.20000000000000004, R, 1
4, -0.10000000000000003, R, 2
5, -2.7755575615628914e-17, R, 3
6, -0.10000000000000003, L, 3
7, -0.20000000000000004, L, 3
8, -0.10000000000000003, R, 4
9, -2.7755575615628914e-17, R, 5
10, 0.09999999999999998, R, 6
11, -2.7755575615628914e-17, L, 6
12, -0.10000000000000003, L, 6
13, -2.7755575615628914e-17, R, 7
14, 0.09999999999999998, R, 8
15, 0.19999999999999998, R, 9
16, 0.09999999999999998, L, 9
17, 0.19999999999999998, R, 10
18, 0.09999999999999998, L, 10
19, -2.7755575615628914e-17, L, 10
20, -0.10000000000000003, L, 10
21, -2.7755575615628914e-17, R, 11
22, -0.10000000000000003, L, 11
23, -0.20000000000000004, L, 11
24, -0.10000000000000003, R, 12
25, -0.20000000000000004, L, 12
26, -0.30000000000000004, L, 12
27, -0.4, L, 12
28, -0.30000000000000004, R, 13
29, -0.4, L, 13
30, -0.5, L, 13
31, -0.6, L, 13
32, -0.7, L, 13
33, -0.7999999999999999, L, 13
34, -0.7, R, 14
35, -0.7999999999999999, L, 14
36, -0.8999999999999999, L, 14
37, -0.9999999999999999, L, 14
38, -1.0999999999999999, L, 14
39, -0.9999999999999999, R, 15
